Symbol	28iALS_1	28iALS_2	29iALS_1	29iALS_2	30iALS_1	52iALS_1	52iALS_2	00iCTR_1	00iCTR_2	25iCTR_1_A	25iCTR_1_B	25iCTR_2	83iCTR_1	83iCTR_2
CAPNS1	537.42	1067.77	2508.17	3231.01	3592.3	3265.26	2079.97	2693.77	2542.43	4773.83	3838.67	4832.05	2881.5	2851.05
HSPB1	9882.76	12180.7	40474.0	31749.3	81472.8	44679.2	18714.3	12804.1	10395.8	34181.3	35247.7	33555.4	16206.7	18141.9
TYMS	310.13	323.45	164.91	438.48	419.94	259.07	0.0	987.36	661.53	281.49	293.49	433.92	440.06	597.83
RPN1	24062.2	31054.3	97792.7	88697.2	58853.4	74650.0	48193.1	43134.1	35275.6	58269.6	60665.4	60266.4	31315.0	29355.7
RPN2	5677.15	9422.61	33270.4	28186.6	21685.8	21957.0	12586.3	16914.1	14862.7	18581.5	18698.4	18838.4	9922.58	8322.44
GNAI2	2210.78	3438.57	5274.46	5717.49	7163.55	5790.52	3329.53	5923.66	2401.42	25308.8	17797.6	30882.6	16006.0	15472.7
ATP1A1	1468.79	1920.78	3820.09	3967.39	4889.71	2244.64	900.22	3576.79	3518.41	7995.36	7829.99	9188.69	4250.75	4226.15
ATP1B1	8464.15	9731.32	3164.42	2567.04	4434.68	686.61	103.65	8348.14	5956.23	6641.24	6324.36	8096.02	2263.67	3214.14
APP	484.08	905.24	1512.12	1139.94	1815.51	381.5	387.42	1374.73	876.04	2546.22	2670.51	3618.82	2031.02	1329.84
ALDH2	7121.82	11844.3	23719.2	23532.4	14718.8	25501.4	13472.8	12884.9	9360.04	18697.6	24567.7	29444.1	17373.0	15098.4
HMGN1	113.08	22.72	708.27	634.66	388.56	487.39	291.67	270.15	384.8	1101.66	1115.79	645.47	289.37	58.68
SERPINE1	180.03	168.31	383.23	281.07	359.64	186.49	0.0	0.0	53.56	0.0	0.0	73.25	0.0	0.0
SLC25A5	16805.4	26582.7	52847.1	56340.4	45391.2	38977.5	22897.1	54186.4	40550.4	35911.2	35544.9	27513.7	17862.6	12824.3
CFI	0.0	78.88	104.69	87.85	103.02	0.0	67.65	0.0	0.0	381.25	353.58	419.16	186.91	241.92
PCCA	301.42	597.32	926.36	1078.87	657.71	435.52	159.02	1097.91	975.05	1540.81	1486.51	1638.55	882.21	894.51
PCCB	948.97	1173.84	1316.16	1569.12	1655.83	1120.56	457.61	1369.95	1215.33	2085.15	1685.14	2630.69	1092.65	732.02
EIF2S1	1650.61	2778.75	8098.29	7378.83	8203.16	6426.83	2765.16	5586.11	5201.75	12245.0	12806.2	10079.6	5685.39	4441.99
RPLP1	2984.98	3389.19	8850.33	6642.4	5445.27	7770.74	5785.92	2553.46	1627.22	3703.22	4264.94	11362.6	5481.09	14383.7
RPLP2	4263.19	7480.31	35472.4	36680.9	31700.5	27496.8	12645.3	18808.2	9102.38	51607.4	52080.9	58863.3	28007.5	22717.1
RPLP0	7153.11	3750.09	3499.23	1591.5	1709.65	3752.55	3697.76	470.99	543.97	1492.48	1790.34	1898.78	2573.45	12321.1
FABP3	0.0	0.0	0.0	0.0	0.0	119.39	0.0	167.58	132.9	0.0	0.0	0.0	0.0	0.0
SSB	6879.28	7310.57	13325.6	12980.3	17239.2	12440.7	10835.7	16113.3	13059.4	40951.8	41029.7	45440.3	25367.5	28784.5
ITGB1	2034.38	3389.23	33900.1	30717.4	14033.7	13302.9	5242.65	7324.78	6083.37	6489.19	6529.67	8073.01	3853.96	3760.18
KRT18	1061.01	1969.51	5995.16	5929.4	2144.51	6026.91	4971.72	2671.2	2435.89	0.0	4.57	114.05	120.89	165.65
KRT8	0.0	303.36	5011.48	5330.61	2302.55	6666.93	2849.92	2426.75	2045.43	927.86	627.51	339.11	319.44	694.67
CALB1	55.08	478.46	0.0	0.0	197.27	0.0	0.0	0.0	0.0	859.97	474.98	1555.63	5110.24	4607.32
COL5A2	248.89	719.03	2538.91	2933.63	1548.06	3181.91	1738.87	1612.66	1399.82	533.99	719.35	683.17	85.92	211.02
UROD	0.0	0.0	0.0	70.59	294.8	201.28	0.0	384.87	229.35	118.0	243.89	315.68	196.05	83.46
FYN	90.3	323.59	335.64	307.02	308.29	44.77	155.09	271.33	223.9	539.18	555.81	722.07	367.63	382.55
GLA	0.0	0.0	0.0	99.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.21	244.23
GSN	3376.5	5722.75	36356.5	28673.9	35248.2	29957.6	18514.9	20451.7	16186.9	49010.5	51431.0	51911.0	14475.7	11754.9
RB1	0.0	15.26	0.0	30.19	35.18	25.08	0.0	30.7	28.75	38.26	33.51	24.75	20.86	15.92
PTMA	376.63	935.24	6260.54	6114.0	5054.51	4776.14	2073.74	9720.95	9889.13	10573.4	11436.8	4218.68	5358.56	5545.58
CDK1	653.33	2601.39	2221.55	2326.52	3517.66	2701.16	1330.78	5583.93	5964.67	2284.2	2301.76	2251.52	1821.95	1852.27
ATP5F1B	110607.0	169396.0	322041.0	324735.0	246678.0	173406.0	85565.0	271317.0	219258.0	344032.0	358164.0	373797.0	172419.0	154145.0
EIF4E	275.32	442.16	651.75	573.45	834.55	448.61	229.68	785.96	707.81	843.8	770.36	1029.21	793.47	557.24
ENO1	30548.1	45807.7	113085.0	94542.3	160698.0	112552.0	64434.5	187400.0	147318.0	245758.0	239629.0	288024.0	147472.0	123356.0
GPI	6181.63	9631.02	9200.69	7444.54	10820.4	8226.01	7111.83	7678.1	5889.59	14718.9	14998.8	15362.1	12071.2	12564.2
NPM1	15641.5	24715.3	97570.6	98454.2	50628.2	47732.2	21807.1	67402.1	55641.8	101617.0	102911.0	133238.0	75170.4	58059.6
TPM3	2936.87	4213.44	28030.2	28549.1	23760.9	23030.9	10190.2	22268.3	20315.6	1742.21	1731.93	33926.0	16914.5	15385.7
ITGAV	5759.48	7555.35	20106.0	22087.1	18528.1	16226.2	11325.0	8688.17	6014.74	9709.13	9523.61	9644.27	5688.78	6065.17
HEXA	2641.73	2984.89	9343.48	8950.23	12894.7	7705.15	5625.09	3388.45	2411.86	8580.81	9370.15	12839.0	8779.03	9528.85
SERPINE2	0.0	79.35	231.48	376.7	41.43	499.92	214.84	28.65	50.75	58.5	47.53	26.62	37.39	58.04
EPHX1	1162.16	2188.32	11314.3	11497.8	13778.4	5046.81	1601.39	2182.2	2153.39	11127.0	11259.5	14368.2	11164.9	8682.86
DBI	683.96	1734.82	4458.87	3628.52	7609.35	5387.23	2491.59	4726.47	3793.98	25423.1	17636.1	23732.7	15720.8	19266.5
LDHB	94608.5	135245.0	131609.0	113646.0	252512.0	156332.0	108433.0	182278.0	87031.4	355417.0	351542.0	405241.0	260988.0	289405.0
NEFL	12786.3	17719.2	24136.1	23738.6	37687.8	5144.89	1816.96	25521.9	25049.5	23503.3	23683.0	24028.4	16068.6	13441.2
NEFM	13041.8	20319.2	15692.2	15490.4	28105.3	4324.14	2043.73	30547.6	31756.9	11733.6	12038.0	11042.1	14310.5	11675.6
CENPB	172.44	0.0	164.97	192.37	205.87	0.0	0.0	0.0	222.57	232.11	258.67	178.93	156.78	138.3
GPX1	1873.0	1934.61	2821.58	2575.57	2539.64	2549.82	843.34	1540.08	962.77	2595.98	2665.93	2935.98	2358.26	1574.37
PGK2	4334.14	7152.66	2297.74	2534.05	5079.91	1731.59	1073.91	6696.18	4512.78	1392.74	1640.27	349.31	309.68	280.47
P4HB	17660.0	33057.0	215778.0	201054.0	111899.0	232196.0	116614.0	80062.5	58185.9	94204.6	100253.0	102510.0	52138.7	44797.9
H1F0	7100.95	52553.4	14046.2	14009.2	1342.62	9119.29	2240.42	44413.1	34983.9	20446.2	20935.2	17564.4	4589.69	4691.17
ACYP1	177.74	179.25	127.44	118.54	174.47	54.02	34.06	259.63	136.97	189.86	193.09	109.96	90.7	83.83
CTSD	13248.8	19310.2	49862.5	38750.9	51683.5	54724.6	37849.3	14776.5	12870.1	47123.1	47442.3	53534.4	43041.7	61202.3
ANXA2	39016.8	55009.6	314157.0	321920.0	260962.0	342301.0	233183.0	89576.2	62177.2	28943.4	29261.7	41205.8	5407.36	15122.4
CAPN1	929.54	1139.59	3521.77	3807.74	6529.34	5104.38	3099.0	3986.57	2778.18	6408.29	6217.99	9130.77	6049.13	7391.72
TUBB	127291.0	201247.0	211523.0	210654.0	214418.0	176323.0	81010.2	353454.0	272765.0	252077.0	229868.0	223035.0	212557.0	255243.0
PSAP	264.02	173.11	613.16	632.16	962.89	549.85	610.2	257.79	188.02	980.26	971.91	2030.62	2049.0	3731.24
HEXB	2154.43	3356.5	21340.8	19733.7	27821.9	12586.9	7230.99	9092.36	6925.13	26515.9	25930.5	32365.0	19254.9	19139.9
CTSL	0.0	43.48	620.93	621.82	643.45	500.72	90.61	235.17	176.95	644.85	718.83	998.03	549.17	462.93
PFN1	35593.0	49485.2	131030.0	124142.0	193487.0	146110.0	81133.0	138724.0	117087.0	118792.0	120341.0	122130.0	75407.6	65026.7
APRT	494.17	617.26	1195.3	3214.79	5025.06	3067.57	616.89	3290.26	1845.81	6420.28	5619.86	8473.2	3172.15	3533.37
EPRS	3418.61	5601.34	12195.9	12045.1	8848.55	12153.9	6817.36	15653.0	14552.4	13875.9	14343.8	15982.5	9385.74	7373.39
CTSB	6049.07	11107.2	63253.2	71032.4	68167.7	24977.3	12504.1	13361.2	11517.1	56068.3	55695.1	49272.9	41333.6	28431.8
HSP90AA1	25671.4	38074.0	47575.9	43319.3	64633.5	33042.3	16126.5	54690.3	48209.7	115440.0	116620.0	170650.0	101845.0	98600.0
GALT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.59	0.0	290.81	55.99	0.0
HNRNPC	57376.2	67196.1	104271.0	102491.0	85801.5	61963.9	44579.9	136264.0	118244.0	123339.0	136988.0	99028.2	55815.7	56252.9
UQCRH	0.0	156.34	209.69	419.88	216.69	103.76	0.0	0.0	236.95	513.32	508.48	1488.57	920.94	610.7
LAMB1	7753.5	12068.0	26593.1	24938.8	8635.83	13166.5	7855.66	4095.78	1951.91	7926.68	7828.45	9022.73	2131.89	1986.09
YES1	0.0	0.0	741.55	0.0	553.76	0.0	0.0	529.27	489.06	698.47	747.23	1076.41	601.82	755.44
TPM2	312.2	210.26	925.6	1187.58	1231.44	1732.84	464.41	1040.59	905.35	612.54	553.09	226.53	146.26	155.3
FH	1895.12	4695.52	9035.87	10039.1	8455.97	6265.44	1899.11	14335.9	12421.2	14017.9	14205.4	14673.1	10684.3	8354.03
THBS1	1063.14	1885.72	9690.32	10424.8	1818.16	10095.1	6888.8	957.72	1337.29	979.43	782.34	360.49	229.4	295.12
IGF1R	0.0	0.0	68.95	73.48	91.08	0.0	0.0	68.02	112.24	96.52	99.95	89.91	63.36	70.47
COL1A2	1744.68	2760.05	27478.9	28198.4	3413.85	86532.8	46091.1	6261.59	6412.03	2881.05	2827.1	2809.34	214.53	59.27
ANXA6	10520.9	15088.0	83267.0	70922.9	86064.5	121575.0	65125.0	72782.0	57163.5	123299.0	117503.0	194305.0	73181.1	70148.1
RHOC	0.0	119.71	2491.02	1764.99	2223.58	1885.01	679.11	2013.87	1601.49	2828.52	2472.86	3327.27	1691.63	1287.74
NGFR	0.0	0.0	0.0	150.47	0.0	0.0	0.0	0.0	28.77	0.0	0.0	0.0	24.05	0.0
SLC3A2	5456.19	6340.98	38352.9	33576.2	15955.3	17277.4	8283.97	3585.86	3149.72	5068.62	5224.47	4765.56	2606.93	3243.51
PFKM	5566.75	6924.06	5133.31	4356.91	9548.2	4797.92	2906.59	8179.23	6580.83	16340.2	16129.7	20656.4	11855.3	9919.88
HSP90AB1	14279.6	22691.2	42389.4	38829.1	48155.0	33961.5	14588.4	49313.0	36432.4	68934.6	70155.4	93298.8	54098.5	43053.3
SRPRA	202.31	400.49	1176.05	1014.68	800.82	259.38	0.0	609.61	590.41	631.27	547.73	657.89	351.93	137.07
ASNS	1615.95	2050.55	10396.2	10186.6	3629.26	11905.8	8527.87	4717.85	3594.91	2896.73	2728.49	3992.91	2278.66	2033.19
SYP	1582.84	2829.52	668.13	1123.54	1562.57	0.0	0.0	2857.42	2433.57	328.3	1138.05	1286.26	671.15	819.76
HMBS	0.0	0.0	0.0	62.58	85.54	61.92	0.0	88.9	78.84	91.6	110.59	179.99	113.19	100.83
MGP	148.14	183.79	896.24	1161.21	0.0	2007.27	704.97	276.66	295.02	0.0	84.12	56.79	0.0	0.0
PDHA1	4329.78	8781.23	19118.4	18369.3	15498.8	8473.21	5526.33	13277.4	10397.9	21479.3	21892.3	19932.9	12793.9	10436.7
COL4A2	118.73	117.95	491.95	111.71	653.5	124.26	60.28	109.05	108.89	248.86	281.07	225.12	81.3	76.12
CYC1	2691.27	3287.11	4401.68	2855.46	3425.11	2225.16	1762.48	2661.44	1602.11	3136.16	3036.47	3741.09	1911.4	3252.99
SNRPB2	173.42	343.22	879.44	1087.51	1096.76	777.28	0.0	1341.64	806.33	1657.03	1096.49	1442.57	678.19	726.92
SNRNP70	1466.03	2754.61	11300.9	11497.4	10080.8	7946.06	1847.59	11602.2	10721.0	22820.9	23218.7	14682.4	12234.1	10839.7
ITGA5	0.0	0.0	87.42	89.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.62	0.0	6.92
VIM	270982.0	563843.0	4410000.0	3800000.0	3980000.0	2590000.0	1520000.0	991426.0	729374.0	4890000.0	4980000.0	3230000.0	2070000.0	1650000.0
RPS17	1289.17	1711.69	3665.01	3555.46	3535.04	4250.33	2567.39	2779.74	2289.99	6256.74	5942.52	5392.18	3140.65	3767.44
GNAI3	2624.54	3245.75	5306.96	5331.89	4965.06	3054.76	601.53	7192.05	6341.35	13605.2	13906.8	13934.4	9132.26	7685.88
ANXA5	19330.0	9414.55	126511.0	128950.0	178993.0	228595.0	130221.0	91267.4	69419.8	163030.0	163199.0	209277.0	130464.0	138654.0
RPSA	8332.26	11691.0	22153.2	19768.9	20255.8	25042.9	16571.1	16034.1	10996.3	32693.7	32477.3	19745.7	13664.3	13329.6
CD63	458.54	445.45	2346.38	1807.12	960.61	475.85	379.95	905.86	777.52	754.36	802.13	341.63	304.41	175.1
MRPL3	291.64	336.58	630.83	216.52	347.67	377.79	335.41	167.43	0.0	622.54	713.59	613.61	407.4	575.7
SNRPA	1225.26	2447.81	4739.9	4660.38	4695.55	2386.61	1319.73	4757.66	3831.07	6559.27	6794.61	4027.08	2674.05	2910.46
FGF2	0.0	28.94	56.32	61.77	61.59	23.08	0.0	0.0	46.35	82.92	92.66	68.64	48.96	46.31
ENO2	10450.9	13125.4	3765.55	15046.7	23845.7	1202.65	3594.45	5639.43	5103.59	7096.98	7176.51	7893.53	9787.66	8579.46
ACAA1	206.28	280.22	1342.93	1471.75	1891.6	802.61	457.98	738.56	585.82	4993.41	4549.39	5178.98	2613.19	2398.84
SRP19	9.13	375.06	595.79	585.96	571.57	550.66	107.85	535.78	378.42	609.56	629.89	728.94	476.1	490.14
GSTP1	16297.1	26309.5	50292.2	50142.4	70247.3	75110.5	38002.7	54035.6	44903.1	87533.7	86140.3	99244.9	80041.4	74410.1
SNRPC	243.17	376.47	747.27	838.94	821.96	579.09	288.68	527.91	324.7	1735.7	1702.03	1556.2	1385.8	1117.28
LGALS1	22126.1	30470.2	462119.0	262948.0	122082.0	256005.0	144558.0	134500.0	78125.7	37681.1	38775.8	35452.1	12112.5	12711.5
QDPR	196.61	1491.47	1669.4	2225.24	2603.52	1460.82	526.91	2718.99	1229.55	4308.7	4046.98	4988.91	3813.37	3681.61
HMGB1	7385.79	7295.87	14649.7	11445.4	20638.1	9407.1	5992.3	25078.5	20208.5	37191.5	42148.2	44907.3	46351.1	35864.2
RBP1	36081.3	48154.8	41200.6	32942.4	87024.3	24167.7	14509.6	26843.0	15896.7	107329.0	112179.0	86064.4	133603.0	141995.0
GNAO1	5278.95	8532.86	3387.66	4089.46	5677.53	249.24	0.0	16882.2	16323.7	16240.0	15734.9	18010.4	11921.1	9620.91
SPARC	641.58	1155.39	10846.0	8199.43	7210.81	5464.16	6954.02	2304.22	2246.15	7737.99	4675.58	19614.6	5036.57	3876.86
TPM1	9011.39	14143.9	33297.9	35724.3	53853.1	107561.0	13061.0	17605.6	13323.8	14448.1	32990.8	26399.6	12929.6	12385.3
CLTA	2136.3	2844.04	11846.7	11785.1	11148.2	6833.57	3573.85	6307.46	6300.32	18637.8	18362.2	8471.47	3852.98	3367.9
CLTB	446.14	957.39	1510.12	1345.29	1597.59	1212.17	631.8	978.57	871.43	1974.83	2043.84	1976.22	1161.76	1030.66
ANXA4	105.58	127.09	1341.85	1881.27	1991.18	1863.68	749.35	391.18	215.03	1640.64	1714.67	2118.03	461.67	490.1
CNP	4597.37	6065.16	8686.72	7111.19	14020.0	5837.25	2799.98	9182.81	7977.07	28303.1	32966.8	34068.1	12780.3	12229.3
PDGFRB	0.0	0.0	0.0	113.48	0.0	180.52	92.4	60.85	39.46	40.42	0.0	44.29	16.55	0.0
DLD	3194.73	4849.18	13586.1	12766.4	12440.8	6795.96	2809.65	7877.92	7020.72	12185.5	11141.6	16176.9	7226.19	7528.45
HNRNPA1	758.75	2683.9	13583.6	10841.9	9499.39	2941.8	268.84	9135.62	13533.8	18647.3	19426.3	30838.6	18962.8	16780.1
SNRPA1	950.68	1164.42	2137.66	2368.92	1667.14	1639.74	1109.68	1557.32	994.15	2603.74	2796.57	2325.79	1792.68	1576.72
COX6C	10543.3	12194.1	19030.3	18938.3	18425.9	12201.1	10149.2	13202.2	10567.4	27401.5	26980.1	23691.5	9831.35	11990.7
PARP1	7629.95	11113.6	15567.7	13179.2	23730.7	13335.1	6288.63	73287.0	62292.6	54492.4	51727.4	68402.4	44802.5	45940.9
UCHL1	31333.3	55185.2	111647.0	89536.2	168243.0	113023.0	43407.4	83186.4	76402.0	195113.0	200222.0	219233.0	173691.0	103512.0
LTA4H	516.56	1084.59	3303.95	2675.45	4595.55	3369.86	1315.53	2552.86	1958.88	7369.32	7194.1	6827.19	3685.1	3766.69
ALDOC	512.55	480.78	466.69	1032.32	968.94	1013.85	367.17	1346.8	1036.74	1188.64	1410.33	961.79	754.39	558.79
NBPF7	7356.63	6983.51	3058.49	2786.78	7906.13	7609.19	6724.22	12643.2	8042.74	3064.59	2949.75	667.92	273.79	447.61
POTEI	166.8	264.41	0.0	1369.81	1320.57	1423.73	389.12	990.62	451.85	391.64	436.57	179.66	161.85	164.39
RAP2A	0.0	62.24	0.0	65.48	67.1	0.0	0.0	94.1	77.21	96.24	106.52	171.55	109.89	131.41
TROVE2	1076.21	1544.86	3471.06	3737.92	4788.18	2836.62	1416.29	3781.52	3548.96	8968.03	7793.95	17162.6	6409.22	6748.63
GAA	1862.03	2724.05	7138.35	7457.22	7665.31	4857.2	1745.64	3783.23	3184.45	9631.74	9841.0	13022.6	9510.31	9711.47
HIST1H1E	35.31	39.51	105.48	146.18	93.88	69.16	33.4	102.59	132.13	141.51	155.73	20.17	18.47	13.47
BCL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.32	92.11	221.07	0.0	0.0
DLAT	1947.39	4539.23	6174.98	5769.08	5112.37	3820.51	2665.53	6011.34	5496.94	6336.9	6445.16	5851.15	3126.11	3081.03
PTPRF	0.0	0.0	101.13	186.49	196.86	0.0	0.0	364.71	418.07	417.5	465.62	567.34	330.3	235.68
TXN	3759.09	7275.4	19306.2	17776.9	20180.1	11130.5	9355.95	9994.48	10660.2	38451.9	36648.2	30496.2	27368.8	19589.5
COX5B	3542.21	4291.33	8571.33	8683.17	9227.86	4950.51	2093.84	6531.56	5817.13	10205.8	6819.3	8183.24	4104.59	3206.52
CTSA	273.24	329.06	1676.77	1302.03	1735.69	1268.77	672.15	265.52	133.13	1381.12	1357.04	1141.74	1111.53	971.04
MGST1	693.27	925.71	1225.64	2867.24	2663.57	404.16	479.09	308.41	482.95	2006.2	1926.32	8538.22	598.49	684.5
MAPT	23103.0	31203.4	7109.04	6607.77	12020.5	1080.62	108.02	17958.8	15938.7	11297.9	11300.5	8849.85	7624.79	6966.69
PRKAR1A	0.0	189.59	116.3	369.93	69.42	545.16	60.63	320.18	302.68	185.39	278.29	370.68	225.73	230.5
ESD	2439.1	2753.61	2364.7	3294.06	6960.66	3646.27	2206.78	4142.02	3815.31	7509.97	7457.62	12094.1	7825.36	6553.74
HSPD1	90571.1	132533.0	296617.0	298547.0	253886.0	156127.0	96497.7	208973.0	175623.0	341013.0	341083.0	263607.0	131623.0	113003.0
CLU	2442.57	4280.26	5786.24	6534.0	13746.3	7856.31	3934.77	4169.14	3189.19	37677.9	32270.7	34632.3	22800.0	21912.4
HSPA5	85460.5	126102.0	534560.0	520215.0	346416.0	458157.0	216892.0	318957.0	260247.0	470114.0	461372.0	538000.0	193924.0	167529.0
LAMC1	8618.65	17377.1	25006.5	26374.4	9843.32	12393.0	6303.76	4408.49	2809.1	10434.6	10840.6	9738.67	2941.37	2655.41
ACP2	587.73	12.51	1569.65	1280.08	1488.23	239.4	987.07	194.77	859.01	1687.36	1579.9	4435.51	1907.98	2211.04
MAP2	35499.8	45260.7	20186.5	18467.8	38453.9	5874.32	2635.27	52630.5	50213.7	60213.0	62221.3	58348.2	83554.5	73077.4
HSPA8	133620.0	177990.0	242752.0	221149.0	312248.0	226413.0	135679.0	259578.0	197005.0	455842.0	460893.0	444803.0	284049.0	289431.0
SLC2A1	1985.7	2269.41	2761.47	2744.79	2543.57	1138.28	640.2	1313.71	1337.32	1754.99	1760.25	1315.47	1287.65	1145.48
EPB41	1311.01	1143.22	568.24	664.43	610.62	1092.09	1792.1	2724.86	2503.45	1163.78	1295.79	1279.19	867.62	617.63
UMPS	466.24	355.04	1214.23	1238.79	1283.78	1084.78	512.7	955.44	706.77	1379.82	1363.85	1526.02	1155.98	1215.41
PDHB	7243.5	11852.4	24562.0	25131.1	18188.1	13067.9	6294.7	18624.0	16339.8	23249.6	22808.3	30023.2	13621.7	14003.7
DBT	52.44	150.1	463.1	633.7	620.39	328.41	195.87	629.91	485.06	770.74	693.52	1313.28	600.25	600.87
PYGB	4656.91	5067.82	13649.6	10961.1	13892.3	10273.5	5573.51	6733.34	4647.0	25852.2	27719.9	39447.5	30562.3	33539.7
PYGM	114.16	150.28	197.35	258.17	323.68	249.5	169.17	205.02	206.94	384.06	369.83	240.66	167.24	146.53
RALA	397.62	199.3	3549.9	3239.98	1410.63	1129.5	126.32	2055.9	1941.49	3618.37	3434.23	2480.6	2300.42	1890.45
RALB	0.0	0.0	253.19	192.57	183.63	231.33	0.0	241.39	156.68	252.35	290.25	171.81	166.46	147.39
BCR	162.16	207.91	0.0	147.42	173.91	146.39	0.0	207.39	78.29	260.1	84.49	150.7	105.44	92.79
LAMP1	14434.0	18888.7	57028.8	59117.6	60300.9	49702.4	28874.4	29822.4	23578.3	52888.5	52600.6	39920.6	23960.9	20888.9
ACADM	2157.98	3090.11	4669.59	5051.53	4139.11	3495.61	1394.42	12365.7	9810.49	7848.11	7706.63	8291.78	5419.2	4377.73
TOP1	2118.4	3644.99	7780.06	7786.83	5513.23	3839.66	1679.88	6770.18	6531.55	8872.67	8728.85	9227.73	7688.89	8381.61
TOP2A	896.54	1344.82	774.22	1430.18	999.37	597.93	548.74	3070.02	3595.67	916.69	905.81	980.94	964.84	1009.1
G6PD	1033.91	1888.39	5458.47	6923.39	7122.06	6381.64	3953.12	2102.6	2291.1	6611.83	6994.84	5951.49	4048.73	3801.26
UBL4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.72	0.0	0.0	246.24	0.0	0.0
PC	124.19	739.17	1150.44	974.61	1660.24	438.23	131.08	1726.53	1383.28	3721.38	2784.91	3652.96	2167.37	1882.68
MTHFD1	1985.88	3570.86	6142.63	6250.25	11517.2	6060.35	2476.13	10354.2	8295.19	13378.4	12277.9	14958.4	9699.5	9790.64
IGF2R	969.69	1917.16	6287.74	6488.69	4370.81	4706.28	2745.59	2968.14	2381.17	3326.1	3506.79	4454.94	2026.22	2453.08
ADH5	11316.6	17803.8	20426.6	18971.0	35038.8	25552.2	6506.29	34035.7	22448.5	54661.2	54191.1	50752.6	38805.6	32417.7
PABPC1	724.31	930.91	2694.64	2709.19	2391.13	1920.25	1325.33	1775.72	1438.56	3872.11	3885.36	4848.5	2829.88	2605.49
PCNA	1441.66	1906.69	6637.86	7403.03	7775.81	6354.76	2873.94	15156.1	15200.4	8521.46	9048.39	10015.2	7853.15	6461.39
HARS	138.68	829.67	2181.57	1266.15	2311.65	1852.17	623.61	1225.94	1207.08	4789.41	4182.03	5504.34	2292.42	1788.69
COL11A1	0.0	0.0	350.07	303.39	313.11	304.47	0.0	187.18	111.38	117.97	0.0	256.02	0.0	149.75
COL6A1	1722.66	2831.73	25626.6	19112.4	4101.69	8135.66	4772.1	7655.71	6227.97	3176.92	3323.35	3822.27	1271.62	1223.98
COL6A2	909.79	1279.68	7843.92	7389.36	1546.07	3837.71	3454.32	2316.8	2238.87	958.41	1049.06	1102.98	656.39	351.76
COL6A3	2651.36	4191.91	55256.7	49578.2	3696.09	14417.9	7795.42	12411.1	11695.5	8661.98	13431.4	12241.8	662.42	971.87
SLC25A4	4088.9	2365.15	1463.87	1035.71	1441.39	1058.05	1712.94	1080.65	480.27	1076.36	1207.6	1194.87	1137.35	2559.12
SLC25A6	12066.8	15515.6	25159.8	25243.6	18800.1	17617.3	11679.8	9059.43	3440.0	8263.03	8208.82	8409.7	4219.15	5019.02
IMPDH2	3695.68	4881.17	13184.3	11237.1	9854.39	10095.4	5293.92	9998.65	7709.34	13356.0	13108.7	14840.5	6277.76	5174.41
TPR	1251.85	2417.25	9136.8	9411.18	6578.09	4285.05	2236.98	9363.04	6760.44	10874.7	10246.5	10860.2	6900.12	6229.57
CKB	65180.3	107241.0	58983.1	53687.0	138174.0	23752.2	8092.13	238389.0	188813.0	668737.0	693454.0	605414.0	566998.0	441956.0
ANXA3	0.0	0.0	1538.27	1393.48	1563.41	1655.8	1081.6	1178.82	961.02	489.18	79.68	363.24	465.49	586.58
CKMT1A	2138.95	2467.48	1332.04	1289.82	1349.07	0.0	0.0	1754.19	1315.21	590.55	525.26	643.58	497.73	333.44
BCKDHA	0.0	144.52	347.99	571.54	345.69	190.02	0.0	234.63	250.09	1224.56	1148.7	1480.92	655.99	345.06
ACTN1	3875.72	6339.81	66147.5	72168.7	58733.9	61446.0	23043.0	12452.6	9066.7	30170.0	31278.8	35428.0	14681.2	14933.7
MYL4	1855.52	1468.32	500.34	518.07	1342.49	2287.62	2495.47	1047.53	679.56	42.29	0.0	0.0	64.45	0.0
SRC	470.98	601.3	743.32	671.37	663.36	474.61	320.52	813.38	922.42	1516.71	1658.75	1527.89	1454.69	1386.76
PEPD	0.0	1444.16	3864.45	3983.15	4540.25	3272.37	1928.18	2100.77	2043.62	6477.34	6708.5	9641.8	4161.6	3790.5
XRCC6	18625.4	32391.7	52481.7	48631.1	55661.6	34319.9	16658.1	70056.2	53870.6	112073.0	113228.0	139518.0	99973.8	94610.1
XRCC5	19469.7	24034.4	30166.6	32983.5	40785.2	25006.1	14631.5	43965.6	30724.0	69030.5	69260.6	105864.0	78827.6	82606.8
COX4I1	2626.51	3522.37	12889.7	10906.2	10257.4	4829.44	2690.95	6789.04	6282.06	17574.4	17495.2	23405.2	9313.36	8221.27
LAMP2	1754.2	5320.44	11190.1	6281.35	9569.29	11575.7	4631.28	1017.59	304.94	6373.53	6378.44	6792.52	5382.82	6481.74
RNH1	1716.65	2700.93	7020.46	6769.46	8982.34	7062.35	3729.58	5812.08	5336.06	13366.6	13226.1	15653.3	9866.7	8053.58
BMP1	127.8	205.53	380.78	848.84	359.3	308.87	324.87	246.83	75.74	125.74	123.56	237.82	116.61	188.04
