Symbol	28iALS_1	28iALS_2	29iALS_1	29iALS_2	30iALS_1	52iALS_1	52iALS_2	00iCTR_1	00iCTR_2	25iCTR_1_A	25iCTR_1_B	25iCTR_2	83iCTR_1	83iCTR_2
CAPRIN1	1857.18	2717.9	4519.55	5091.06	5962.7	3473.74	2006.08	4908.67	4449.4	9163.71	10076.9	11494.7	7337.15	6097.18
RBM39	2336.14	3672.43	5797.19	5675.39	4978.58	4147.84	2079.41	5435.92	4340.01	5113.04	4973.13	5462.78	4720.78	5593.23
FAT1	0.0	0.0	0.0	191.71	201.13	101.28	115.78	0.0	0.0	0.0	0.0	358.15	78.29	240.07
SQLE	241.99	328.61	1147.62	902.58	513.85	664.97	655.56	1187.45	735.19	845.09	905.74	1121.97	522.45	527.56
PDIA5	470.16	835.88	4687.42	4171.32	4081.56	4618.92	2108.23	2260.05	2035.01	10126.2	11310.1	13110.2	4240.0	4295.37
PRPSAP1	199.16	328.1	498.07	486.71	505.54	399.47	91.19	488.81	410.59	488.69	482.94	735.25	740.24	847.48
MCM6	642.98	1276.7	2190.28	1805.95	3164.94	1937.33	1021.49	6647.78	5745.7	3910.52	3741.27	4753.51	4156.16	3446.3
ELAVL3	1076.39	1530.29	1522.43	1517.39	1745.77	186.34	0.0	3287.34	1974.0	1642.41	1539.91	1889.54	3309.64	3334.34
TRIP12	862.42	1104.16	444.59	580.18	863.5	743.8	624.2	757.36	526.73	372.68	122.4	242.9	277.66	486.62
PUM1	0.0	76.46	138.59	348.45	137.17	116.21	0.0	616.72	537.93	919.43	929.38	686.52	593.26	513.44
MDC1	67.24	326.67	317.16	365.42	471.54	29.85	47.2	119.97	593.17	0.0	18.21	382.53	402.44	432.35
CLINT1	120.33	166.41	223.02	244.9	191.46	313.43	304.02	278.71	217.47	304.47	201.27	237.24	150.16	130.57
SMC1A	448.29	957.35	2184.3	2381.95	2220.6	2056.44	633.37	4245.23	3966.29	5733.52	5266.73	5401.33	3632.31	3316.47
RRP1B	234.41	282.19	617.66	652.61	419.41	399.64	296.61	696.84	563.05	489.35	597.53	493.06	203.24	208.08
GSE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.84	0.0	112.01	105.61	122.81
PDCD11	245.95	271.2	740.42	693.04	325.11	304.78	166.96	318.87	586.13	363.83	287.5	586.63	177.33	179.59
BMS1	0.0	7.2	51.73	41.24	30.78	0.0	0.0	13.74	26.63	39.2	30.02	27.08	0.0	6.32
USP10	0.0	138.79	681.73	661.15	646.54	281.5	0.0	985.6	793.24	1278.09	1125.91	1677.18	1190.75	1219.8
MESD	40.81	1293.89	5081.12	4619.47	3915.96	3872.78	1187.37	3772.64	3936.67	4953.66	4785.53	3984.5	2601.61	2231.12
GANAB	21344.7	24365.5	85796.4	73108.0	64109.6	67512.6	37621.6	54269.6	42171.3	77208.3	76246.4	96678.1	52348.8	50866.5
